player_name,placement,has_killacure24,has_clayschubiner,has_MarkMadness,has_socom1880,has_Rook,has_Arturias13,has_Chieffelix47,kills,kdRatio,score,timePlayed,headshots,executions,assists,percentTimeMoving,longestStreak,scorePerMinute,damageDone,distanceTraveled,deaths,damageTaken,damageDonePerMinute,medalXp,objectiveTeamWiped,objectiveLastStandKill,matchXp,scoreXp,totalXp,challengeXp,objectiveDestroyedVehicleMedium,teamSurvivalTime,objectiveBrDownEnemyCircle3,objectiveBrDownEnemyCircle1,objectiveBrMissionPickupTablet,bonusXp,objectiveReviver,objectiveBrKioskBuy,objectiveBrDownEnemyCircle6,gulagDeaths,gulagKills,objectiveBrCacheOpen,miscXp,team_size,match_id,match_timestamp,match_unix_timestamp,match_modeId,match_mapId,match_duration,match_playerCount,match_teamCount,match_mapName
MarkMadness,1,0,1,1,1,0,0,1,4.0,2.0,5400.0,1733.0,1.0,0.0,0.0,86.74776,3.0,186.9590305828044,2624.0,338302.25,2.0,366.0,90.84824004616273,30.0,1.0,4.0,13337.0,12240.0,26378.0,0.0,,1634000.0,1.0,2.0,6.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,4,7069074029700166402,2020-06-07T09:13:35+00:00,1591521215.0,br_89,mp_donetsk2,1634.0,148,38,Verdansk
Chieffelix47,1,0,1,1,1,0,0,1,8.0,8.0,7950.0,1732.0,0.0,0.0,0.0,91.8694,7.0,275.4041570438799,3880.0,341081.0,0.0,0.0,134.4110854503464,290.0,,6.0,13337.0,14890.0,30129.0,0.0,,1634000.0,2.0,2.0,6.0,0.0,,3.0,3.0,0.0,0.0,8.0,0.0,4,7069074029700166402,2020-06-07T09:13:35+00:00,1591521215.0,br_89,mp_donetsk2,1634.0,148,38,Verdansk
clayschubiner,1,0,1,1,1,0,0,1,4.0,4.0,7500.0,1733.0,0.0,0.0,0.0,96.991035,4.0,259.66532025389495,1180.0,409659.62,1.0,425.0,40.85401038661281,30.0,,5.0,13337.0,14340.0,28894.0,0.0,,1634000.0,1.0,1.0,6.0,0.0,,5.0,1.0,0.0,1.0,2.0,0.0,4,7069074029700166402,2020-06-07T09:13:35+00:00,1591521215.0,br_89,mp_donetsk2,1634.0,148,38,Verdansk
socom1880,1,0,1,1,1,0,0,1,10.0,10.0,10975.0,1734.0,2.0,0.0,0.0,95.07042,8.0,379.75778546712803,2992.0,353492.94,0.0,57.0,103.52941176470588,320.0,1.0,7.0,13337.0,17815.0,34167.0,0.0,,1634000.0,,3.0,6.0,0.0,1.0,5.0,3.0,0.0,0.0,5.0,0.0,4,7069074029700166402,2020-06-07T09:13:35+00:00,1591521215.0,br_89,mp_donetsk2,1634.0,148,38,Verdansk
MarkMadness,38,0,1,1,1,0,0,1,0.0,0.0,100.0,269.0,0.0,0.0,0.0,88.83249,0.0,22.304832713754646,62.0,244052.94,0.0,50.0,13.82899628252788,0.0,,,1165.0,700.0,1865.0,0.0,,202848.0,,,1.0,0.0,,,,0.0,0.0,,0.0,4,3457099279284778847,2020-06-07T09:07:22+00:00,1591520842.0,br_89,mp_donetsk2,1447.0,152,39,Verdansk
Chieffelix47,38,0,1,1,1,0,0,1,1.0,1.0,925.0,269.0,0.0,0.0,0.0,98.984764,1.0,206.31970260223048,272.0,250879.77,0.0,0.0,60.669144981412636,75.0,,1.0,1164.0,1925.0,3164.0,0.0,,202848.0,,1.0,1.0,0.0,,,,0.0,0.0,5.0,0.0,4,3457099279284778847,2020-06-07T09:07:22+00:00,1591520842.0,br_89,mp_donetsk2,1447.0,152,39,Verdansk
clayschubiner,38,0,1,1,1,0,0,1,0.0,0.0,100.0,269.0,0.0,0.0,0.0,96.4467,0.0,22.304832713754646,2.0,249238.39,1.0,237.0,0.44609665427509293,0.0,,,1165.0,600.0,1765.0,0.0,,202848.0,,,1.0,0.0,,,,0.0,0.0,,0.0,4,3457099279284778847,2020-06-07T09:07:22+00:00,1591520842.0,br_89,mp_donetsk2,1447.0,152,39,Verdansk
socom1880,38,0,1,1,1,0,0,1,0.0,0.0,0.0,171.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,235509.92,0.0,0.0,0.0,10.0,,,783.0,200.0,993.0,0.0,,202848.0,,,,0.0,,,,0.0,0.0,,0.0,4,3457099279284778847,2020-06-07T09:07:22+00:00,1591520842.0,br_89,mp_donetsk2,1447.0,152,39,Verdansk
MarkMadness,14,0,1,1,1,0,0,1,0.0,0.0,2300.0,1031.0,0.0,0.0,0.0,64.143005,0.0,133.85063045586807,385.0,319534.88,2.0,400.0,22.405431619786615,0.0,,,8751.0,6750.0,15501.0,0.0,,936528.0,,1.0,5.0,0.0,1.0,2.0,,1.0,0.0,4.0,0.0,4,15778992737200266673,2020-06-07T08:48:35+00:00,1591519715.0,br_89,mp_donetsk2,1642.0,148,40,Verdansk
Chieffelix47,14,0,1,1,1,0,0,1,3.0,1.5,6500.0,1029.0,0.0,0.0,0.0,96.214516,2.0,379.00874635568516,950.0,501572.06,2.0,367.0,55.39358600583091,10.0,,2.0,8751.0,10950.0,19873.0,0.0,,936528.0,,2.0,5.0,0.0,,3.0,,0.0,1.0,12.0,0.0,4,15778992737200266673,2020-06-07T08:48:35+00:00,1591519715.0,br_89,mp_donetsk2,1642.0,148,40,Verdansk
clayschubiner,14,0,1,1,1,0,0,1,0.0,0.0,1900.0,1032.0,0.0,0.0,0.0,62.56572,0.0,110.46511627906976,154.0,370539.47,2.0,476.0,8.953488372093023,0.0,,,8751.0,6350.0,15101.0,0.0,,936528.0,,,5.0,0.0,,2.0,,1.0,0.0,3.0,0.0,4,15778992737200266673,2020-06-07T08:48:35+00:00,1591519715.0,br_89,mp_donetsk2,1642.0,148,40,Verdansk
socom1880,14,0,1,1,1,0,0,1,0.0,0.0,3400.0,1032.0,0.0,0.0,0.0,70.452156,0.0,197.67441860465118,2.0,390022.5,2.0,341.0,0.11627906976744186,0.0,,,8751.0,7850.0,16601.0,0.0,,936528.0,,,5.0,0.0,,3.0,,1.0,0.0,4.0,0.0,4,15778992737200266673,2020-06-07T08:48:35+00:00,1591519715.0,br_89,mp_donetsk2,1642.0,148,40,Verdansk
MarkMadness,28,0,1,1,1,0,0,1,1.0,0.5,950.0,491.0,0.0,0.0,0.0,90.02434,1.0,116.08961303462323,287.0,229116.95,2.0,507.0,35.07128309572301,35.0,,,3798.0,2250.0,6083.0,0.0,,393456.0,,,3.0,0.0,,1.0,,0.0,1.0,,0.0,4,16848860207729051276,2020-06-07T08:38:40+00:00,1591519120.0,br_89,mp_donetsk2,1595.0,152,39,Verdansk
Chieffelix47,28,0,1,1,1,0,0,1,5.0,2.5,2325.0,490.0,1.0,0.0,0.0,90.02434,3.0,284.6938775510204,1628.0,227454.72,2.0,620.0,199.3469387755102,10.0,,5.0,3798.0,3525.0,7333.0,0.0,,393456.0,,4.0,3.0,0.0,,,,0.0,1.0,2.0,0.0,4,16848860207729051276,2020-06-07T08:38:40+00:00,1591519120.0,br_89,mp_donetsk2,1595.0,152,39,Verdansk
clayschubiner,28,0,1,1,1,0,0,1,0.0,0.0,400.0,492.0,0.0,0.0,0.0,48.6618,0.0,48.78048780487805,100.0,202123.72,2.0,300.0,12.195121951219512,0.0,,,3798.0,1600.0,5398.0,0.0,,393456.0,,,3.0,0.0,,,,1.0,0.0,1.0,0.0,4,16848860207729051276,2020-06-07T08:38:40+00:00,1591519120.0,br_89,mp_donetsk2,1595.0,152,39,Verdansk
socom1880,28,0,1,1,1,0,0,1,1.0,0.5,750.0,492.0,0.0,0.0,0.0,85.15815,1.0,91.46341463414635,198.0,220134.14,2.0,391.0,24.146341463414636,0.0,,,3798.0,1950.0,5748.0,0.0,,393456.0,,,3.0,0.0,,,,0.0,1.0,2.0,0.0,4,16848860207729051276,2020-06-07T08:38:40+00:00,1591519120.0,br_89,mp_donetsk2,1595.0,152,39,Verdansk
MarkMadness,11,0,0,1,1,0,0,1,3.0,1.5,6075.0,1658.0,0.0,0.0,0.0,74.02598,2.0,219.8431845597105,1213.0,486592.8,2.0,346.0,43.8962605548854,20.0,,3.0,10618.0,9475.0,20320.0,0.0,,1236336.0,1.0,2.0,5.0,0.0,,3.0,,1.0,0.0,4.0,0.0,3,17621625800351622862,2020-06-07T08:08:49+00:00,1591517329.0,br_25,mp_donetsk2,1602.0,149,51,Verdansk
Chieffelix47,11,0,0,1,1,0,0,1,2.0,1.0,3800.0,1657.0,0.0,0.0,0.0,60.714287,2.0,137.59806879903442,1092.0,509663.62,2.0,352.0,39.541339770669886,50.0,,2.0,10618.0,7300.0,18135.0,0.0,,1236336.0,,2.0,5.0,0.0,,2.0,,0.0,1.0,4.0,0.0,3,17621625800351622862,2020-06-07T08:08:49+00:00,1591517329.0,br_25,mp_donetsk2,1602.0,149,51,Verdansk
socom1880,11,0,0,1,1,0,0,1,4.0,2.0,5275.0,1658.0,1.0,0.0,0.0,71.1039,2.0,190.8926417370326,1552.0,470899.22,2.0,527.0,56.16405307599518,30.0,2.0,1.0,10618.0,8475.0,19362.0,0.0,,1236336.0,1.0,3.0,5.0,0.0,,3.0,,1.0,0.0,6.0,0.0,3,17621625800351622862,2020-06-07T08:08:49+00:00,1591517329.0,br_25,mp_donetsk2,1602.0,149,51,Verdansk
MarkMadness,1,0,1,1,1,0,0,1,0.0,0.0,4900.0,955.0,0.0,0.0,0.0,98.1048,0.0,307.85340314136124,33.0,369831.03,0.0,0.0,2.073298429319372,0.0,,,8641.0,8100.0,16741.0,0.0,,1602000.0,,,5.0,0.0,,4.0,,0.0,0.0,9.0,0.0,4,13301932397078006037,2020-06-07T01:44:09+00:00,1591494249.0,br_89,mp_donetsk2,1602.0,152,39,Verdansk
Chieffelix47,1,0,1,1,1,0,0,1,5.0,5.0,7000.0,1675.0,3.0,0.0,0.0,93.181816,4.0,250.74626865671638,1419.0,416240.66,0.0,45.0,50.829850746268654,60.0,2.0,2.0,13439.0,14250.0,29522.0,0.0,,1602000.0,,1.0,6.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,4,13301932397078006037,2020-06-07T01:44:09+00:00,1591494249.0,br_89,mp_donetsk2,1602.0,152,39,Verdansk
clayschubiner,1,0,1,1,1,0,0,1,1.0,1.0,3900.0,1676.0,0.0,0.0,0.0,88.63636,1.0,139.618138424821,1151.0,416587.28,0.0,412.0,41.20525059665871,10.0,,1.0,13439.0,11150.0,25048.0,0.0,,1602000.0,,2.0,6.0,0.0,,2.0,1.0,0.0,0.0,5.0,0.0,4,13301932397078006037,2020-06-07T01:44:09+00:00,1591494249.0,br_89,mp_donetsk2,1602.0,152,39,Verdansk
socom1880,1,0,1,1,1,0,0,1,3.0,3.0,7600.0,1676.0,1.0,0.0,0.0,93.181816,2.0,272.0763723150358,1414.0,390213.72,0.0,102.0,50.62052505966587,65.0,1.0,1.0,13439.0,14850.0,29019.0,0.0,,1602000.0,,,6.0,0.0,1.0,4.0,1.0,0.0,0.0,7.0,0.0,4,13301932397078006037,2020-06-07T01:44:09+00:00,1591494249.0,br_89,mp_donetsk2,1602.0,152,39,Verdansk
MarkMadness,18,0,0,1,1,0,0,1,1.0,0.5,6375.0,865.0,0.0,0.0,0.0,93.548386,1.0,442.1965317919075,844.0,380183.22,2.0,550.0,58.54335260115607,30.0,,,7794.0,11665.0,19539.0,0.0,,772704.0,,,4.0,0.0,,4.0,,0.0,1.0,2.0,0.0,3,6711806145862519184,2020-06-07T01:26:40+00:00,1591493200.0,br_25,mp_donetsk2,1579.0,150,51,Verdansk
Chieffelix47,18,0,0,1,1,0,0,1,2.0,1.0,4825.0,864.0,1.0,0.0,0.0,87.09677,2.0,335.06944444444446,643.0,266679.28,2.0,366.0,44.65277777777778,45.0,1.0,1.0,7794.0,10215.0,18054.0,0.0,,772704.0,,2.0,4.0,0.0,2.0,4.0,,1.0,0.0,3.0,0.0,3,6711806145862519184,2020-06-07T01:26:40+00:00,1591493200.0,br_25,mp_donetsk2,1579.0,150,51,Verdansk
socom1880,18,0,0,1,1,0,0,1,2.0,1.0,1550.0,865.0,1.0,0.0,0.0,94.83871,2.0,107.51445086705203,928.0,320873.38,2.0,674.0,64.3699421965318,10.0,,2.0,7794.0,6740.0,14656.0,0.0,,772704.0,,2.0,4.0,0.0,,,,0.0,1.0,5.0,0.0,3,6711806145862519184,2020-06-07T01:26:40+00:00,1591493200.0,br_25,mp_donetsk2,1579.0,150,51,Verdansk
MarkMadness,9,0,1,1,1,0,0,0,2.0,1.0,2475.0,1376.0,0.0,0.0,0.0,99.17043,2.0,107.92151162790698,814.0,501496.75,2.0,503.0,35.49418604651163,10.0,,1.0,11272.0,9365.0,21255.0,0.0,,1329792.0,,,5.0,0.0,1.0,1.0,,0.0,1.0,3.0,0.0,3,14483814841302969214,2020-06-06T19:51:36+00:00,1591473096.0,br_25,mp_donetsk2,1676.0,148,52,Verdansk
clayschubiner,9,0,1,1,1,0,0,0,1.0,1.0,6625.0,1379.0,0.0,0.0,0.0,96.90799,1.0,288.25235678027553,533.0,478511.28,1.0,531.0,23.190717911530093,0.0,1.0,1.0,11272.0,13515.0,25081.0,0.0,,1329792.0,1.0,,5.0,0.0,,5.0,,0.0,0.0,5.0,0.0,3,14483814841302969214,2020-06-06T19:51:36+00:00,1591473096.0,br_25,mp_donetsk2,1676.0,148,52,Verdansk
socom1880,9,0,1,1,1,0,0,0,6.0,3.0,4300.0,1379.0,1.0,0.0,0.0,88.612366,3.0,187.09209572153736,2454.0,581084.6,2.0,708.0,106.77302393038433,40.0,,5.0,11272.0,11190.0,23102.0,0.0,,1329792.0,2.0,2.0,5.0,0.0,,1.0,,0.0,1.0,5.0,0.0,3,14483814841302969214,2020-06-06T19:51:36+00:00,1591473096.0,br_25,mp_donetsk2,1676.0,148,52,Verdansk
MarkMadness,2,0,1,1,1,0,0,0,2.0,2.0,7325.0,1765.0,0.0,0.0,0.0,93.08672,1.0,249.00849858356938,1198.0,453014.97,1.0,493.0,40.725212464589234,50.0,,1.0,13747.0,12815.0,26813.0,0.0,,1666848.0,,1.0,5.0,0.0,3.0,5.0,,0.0,0.0,3.0,0.0,3,8986566823157720677,2020-06-06T19:19:12+00:00,1591471152.0,br_25,mp_donetsk2,1712.0,152,51,Verdansk
clayschubiner,2,0,1,1,1,0,0,0,3.0,3.0,4825.0,1815.0,0.0,0.0,0.0,85.809586,4.0,159.50413223140495,854.0,456654.94,1.0,572.0,28.231404958677686,40.0,3.0,1.0,13747.0,10115.0,25132.0,0.0,1.0,1666848.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,3,8986566823157720677,2020-06-06T19:19:12+00:00,1591471152.0,br_25,mp_donetsk2,1712.0,152,51,Verdansk
socom1880,2,0,1,1,1,0,0,0,3.0,3.0,3925.0,1814.0,0.0,0.0,0.0,95.20922,1.0,129.82359426681367,2455.0,545282.94,1.0,504.0,81.20176405733186,10.0,1.0,1.0,13747.0,9215.0,22986.0,0.0,,1666848.0,,1.0,5.0,0.0,,2.0,2.0,0.0,0.0,7.0,0.0,3,8986566823157720677,2020-06-06T19:19:12+00:00,1591471152.0,br_25,mp_donetsk2,1712.0,152,51,Verdansk
MarkMadness,14,0,0,1,1,0,1,0,0.0,0.0,3600.0,488.0,0.0,0.0,0.0,98.38275,0.0,442.6229508196721,0.0,306493.97,0.0,0.0,0.0,30.0,,,2487.0,5900.0,8417.0,0.0,,1227312.0,,,3.0,0.0,,2.0,,0.0,0.0,5.0,0.0,3,5068601713875860233,2020-06-06T07:13:03+00:00,1591427583.0,br_25,mp_donetsk2,1576.0,145,47,Verdansk
Arturias13,14,0,0,1,1,0,1,0,1.0,0.5,3125.0,1346.0,2.0,0.0,0.0,88.2353,1.0,139.30163447251115,1502.0,533803.56,2.0,640.0,66.95393759286776,,,,,,,,,,,,,,,,,,,,,3,5068601713875860233,2020-06-06T07:13:03+00:00,1591427583.0,br_25,mp_donetsk2,1576.0,145,47,Verdansk
socom1880,14,0,0,1,1,0,1,0,4.0,1.3333333333333333,3850.0,1348.0,1.0,0.0,0.0,83.74183,3.0,171.36498516320475,1667.0,410691.34,3.0,575.0,74.19881305637983,,,,,,,,,,,,,,,,,,,,,3,5068601713875860233,2020-06-06T07:13:03+00:00,1591427583.0,br_25,mp_donetsk2,1576.0,145,47,Verdansk
MarkMadness,4,0,0,1,1,0,1,0,7.0,2.3333333333333335,9075.0,1594.0,0.0,0.0,0.0,81.44947,8.0,341.59347553324966,2470.0,625240.94,3.0,850.0,92.97365119196989,295.0,2.0,5.0,12831.0,11915.0,25381.0,0.0,,1506432.0,,4.0,4.0,0.0,,7.0,,1.0,1.0,5.0,0.0,3,13955456596155095011,2020-06-06T06:44:50+00:00,1591425890.0,br_25,mp_donetsk2,1598.0,150,51,Verdansk
Arturias13,4,0,0,1,1,0,1,0,1.0,0.25,2250.0,1595.0,0.0,0.0,0.0,65.49202,2.0,84.63949843260188,1434.0,445622.16,4.0,817.0,53.943573667711604,,,,,,,,,,,,,,,,,,,,,3,13955456596155095011,2020-06-06T06:44:50+00:00,1591425890.0,br_25,mp_donetsk2,1598.0,150,51,Verdansk
socom1880,4,0,0,1,1,0,1,0,5.0,2.5,7775.0,1595.0,0.0,0.0,0.0,93.283585,2.0,292.47648902821317,1719.0,674248.9,2.0,462.0,64.66457680250784,20.0,2.0,2.0,12831.0,10815.0,24218.0,0.0,,1506432.0,,4.0,4.0,0.0,1.0,4.0,,0.0,1.0,15.0,0.0,3,13955456596155095011,2020-06-06T06:44:50+00:00,1591425890.0,br_25,mp_donetsk2,1598.0,150,51,Verdansk
MarkMadness,27,0,0,1,1,0,1,0,0.0,0.0,300.0,754.0,0.0,0.0,0.0,39.03904,0.0,23.872679045092838,50.0,218759.12,2.0,369.0,3.9787798408488064,45.0,,,5936.0,1200.0,7181.0,0.0,,667920.0,,,2.0,0.0,,,,1.0,0.0,1.0,0.0,3,16303234641412767719,2020-06-06T06:31:18+00:00,1591425078.0,br_25,mp_donetsk2,1536.0,150,51,Verdansk
Arturias13,27,0,0,1,1,0,1,0,3.0,1.5,1650.0,754.0,0.0,0.0,0.0,97.597595,2.0,131.29973474801062,1728.0,264850.66,2.0,384.0,137.50663129973475,,,,,,,,,,,,,,,,,,,,,3,16303234641412767719,2020-06-06T06:31:18+00:00,1591425078.0,br_25,mp_donetsk2,1536.0,150,51,Verdansk
socom1880,27,0,0,1,1,0,1,0,0.0,0.0,500.0,754.0,0.0,0.0,0.0,30.03003,0.0,39.787798408488065,113.0,310399.2,2.0,300.0,8.992042440318302,0.0,,,5936.0,1100.0,7036.0,0.0,,667920.0,,,2.0,0.0,,,,1.0,0.0,3.0,0.0,3,16303234641412767719,2020-06-06T06:31:18+00:00,1591425078.0,br_25,mp_donetsk2,1536.0,150,51,Verdansk
MarkMadness,48,0,0,1,1,0,1,0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,70.42254,0.0,0.0,291.0,246508.39,2.0,324.0,76.91629955947137,0.0,,,1134.0,0.0,1134.0,0.0,,143040.0,,,,0.0,,,,1.0,0.0,,0.0,3,6904756043574436109,2020-06-06T06:25:04+00:00,1591424704.0,br_25,mp_donetsk2,1598.0,150,52,Verdansk
Arturias13,48,0,0,1,1,0,1,0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,88.02817,0.0,0.0,105.0,326577.2,2.0,200.0,27.63157894736842,,,,,,,,,,,,,,,,,,,,,3,6904756043574436109,2020-06-06T06:25:04+00:00,1591424704.0,br_25,mp_donetsk2,1598.0,150,52,Verdansk
socom1880,48,0,0,1,1,0,1,0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,91.54929,0.0,0.0,128.0,232088.56,2.0,345.0,33.83259911894273,0.0,,,1134.0,0.0,1134.0,0.0,,143040.0,,,,0.0,,,,1.0,0.0,,0.0,3,6904756043574436109,2020-06-06T06:25:04+00:00,1591424704.0,br_25,mp_donetsk2,1598.0,150,52,Verdansk
MarkMadness,1,0,0,1,1,0,1,1,6.0,6.0,7200.0,1756.0,0.0,0.0,0.0,94.63722,6.0,246.01366742596812,2256.0,423345.12,1.0,352.0,77.08428246013668,285.0,2.0,4.0,13805.0,9680.0,25978.0,0.0,,1656000.0,1.0,1.0,5.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,4,3178940273353749555,2020-06-05T06:03:59+00:00,1591337039.0,br_89,mp_donetsk2,1656.0,152,40,Verdansk
Chieffelix47,1,0,0,1,1,0,1,1,16.0,16.0,11275.0,1756.0,1.0,0.0,0.0,97.16088,7.0,385.25056947608203,3820.0,403401.03,0.0,529.0,130.5239179954442,420.0,3.0,5.0,13805.0,14255.0,30200.0,0.0,,1656000.0,2.0,3.0,5.0,0.0,1.0,6.0,4.0,0.0,0.0,5.0,0.0,4,3178940273353749555,2020-06-05T06:03:59+00:00,1591337039.0,br_89,mp_donetsk2,1656.0,152,40,Verdansk
Arturias13,1,0,0,1,1,0,1,1,5.0,1.6666666666666667,4275.0,1756.0,2.0,0.0,0.0,83.91167,4.0,146.07061503416858,2958.0,412667.8,3.0,702.0,101.07061503416857,,,,,,,,,,,,,,,,,,,,,4,3178940273353749555,2020-06-05T06:03:59+00:00,1591337039.0,br_89,mp_donetsk2,1656.0,152,40,Verdansk
socom1880,1,0,0,1,1,0,1,1,6.0,1.5,4400.0,1756.0,0.0,0.0,0.0,86.11987,4.0,150.34168564920273,1522.0,507336.4,4.0,1301.0,52.004555808656036,65.0,1.0,3.0,13805.0,7080.0,21695.0,0.0,,1656000.0,,3.0,5.0,0.0,,2.0,,2.0,1.0,4.0,0.0,4,3178940273353749555,2020-06-05T06:03:59+00:00,1591337039.0,br_89,mp_donetsk2,1656.0,152,40,Verdansk
MarkMadness,20,0,0,1,1,0,0,1,1.0,0.3333333333333333,1325.0,1012.0,0.0,0.0,0.0,56.989246,1.0,78.55731225296444,430.0,293907.22,3.0,560.0,25.49407114624506,0.0,,1.0,8124.0,2525.0,10649.0,0.0,,931584.0,,1.0,3.0,0.0,,,,2.0,0.0,7.0,0.0,3,15072941872911496259,2020-06-05T05:45:35+00:00,1591335935.0,br_25,mp_donetsk2,1580.0,147,50,Verdansk
Chieffelix47,20,0,0,1,1,0,0,1,5.0,2.5,6650.0,1013.0,0.0,0.0,0.0,97.31183,4.0,393.8795656465943,970.0,550921.5,2.0,606.0,57.45310957551826,30.0,4.0,,8124.0,7950.0,16308.0,0.0,,931584.0,,4.0,3.0,0.0,,3.0,,0.0,1.0,11.0,0.0,3,15072941872911496259,2020-06-05T05:45:35+00:00,1591335935.0,br_25,mp_donetsk2,1580.0,147,50,Verdansk
socom1880,20,0,0,1,1,0,0,1,0.0,0.0,3050.0,1014.0,0.0,0.0,0.0,70.96774,0.0,180.47337278106508,773.0,464517.78,4.0,571.0,45.739644970414204,0.0,,,8124.0,4250.0,12374.0,0.0,,931584.0,,1.0,3.0,0.0,,1.0,,3.0,0.0,5.0,0.0,3,15072941872911496259,2020-06-05T05:45:35+00:00,1591335935.0,br_25,mp_donetsk2,1580.0,147,50,Verdansk
MarkMadness,1,0,0,1,1,0,0,1,4.0,4.0,4875.0,1738.0,0.0,0.0,0.0,97.97724,3.0,168.2968929804373,1779.0,622365.5,0.0,175.0,61.41542002301496,20.0,1.0,2.0,13481.0,6615.0,20719.0,0.0,,1644000.0,,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3,14829043106028972891,2020-06-05T05:15:31+00:00,1591334131.0,br_25,mp_donetsk2,1644.0,148,50,Verdansk
Chieffelix47,1,0,0,1,1,0,0,1,6.0,6.0,6250.0,1741.0,1.0,0.0,0.0,93.55247,5.0,215.39345203905802,3370.0,639935.25,1.0,618.0,116.14014933946008,295.0,3.0,2.0,13481.0,7990.0,23190.0,0.0,,1644000.0,,2.0,3.0,0.0,,3.0,1.0,0.0,0.0,3.0,0.0,3,14829043106028972891,2020-06-05T05:15:31+00:00,1591334131.0,br_25,mp_donetsk2,1644.0,148,50,Verdansk
socom1880,1,0,0,1,1,0,0,1,4.0,4.0,3950.0,1740.0,0.0,0.0,0.0,92.288246,6.0,136.20689655172413,1677.0,655572.8,1.0,407.0,57.827586206896555,280.0,1.0,5.0,13481.0,5690.0,21027.0,0.0,,1644000.0,1.0,,3.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,3,14829043106028972891,2020-06-05T05:15:31+00:00,1591334131.0,br_25,mp_donetsk2,1644.0,148,50,Verdansk
MarkMadness,18,1,0,1,1,0,0,0,0.0,0.0,750.0,950.0,0.0,0.0,0.0,78.08858,0.0,47.36842105263158,72.0,446940.56,2.0,317.0,4.5473684210526315,10.0,,,8122.0,2950.0,11082.0,0.0,,856656.0,,,5.0,0.0,1.0,,,1.0,0.0,2.0,0.0,3,6514915788513059023,2020-06-04T23:43:21+00:00,1591314201.0,br_25,mp_donetsk2,1563.0,151,51,Verdansk
killacure24,18,1,0,1,1,0,0,0,0.0,0.0,1400.0,950.0,0.0,0.0,0.0,78.08858,0.0,88.42105263157895,674.0,334318.2,2.0,376.0,42.56842105263158,30.0,,,8122.0,3800.0,11952.0,0.0,,856656.0,,,5.0,0.0,,,,1.0,0.0,9.0,0.0,3,6514915788513059023,2020-06-04T23:43:21+00:00,1591314201.0,br_25,mp_donetsk2,1563.0,151,51,Verdansk
socom1880,18,1,0,1,1,0,0,0,1.0,0.5,3550.0,949.0,0.0,0.0,0.0,94.405594,1.0,224.4467860906217,572.0,447541.7,2.0,469.0,36.16438356164384,0.0,,,8122.0,5650.0,13832.0,0.0,,856656.0,,3.0,5.0,0.0,1.0,1.0,,0.0,1.0,5.0,0.0,3,6514915788513059023,2020-06-04T23:43:21+00:00,1591314201.0,br_25,mp_donetsk2,1563.0,151,51,Verdansk
MarkMadness,13,0,1,1,1,0,1,0,5.0,2.5,3750.0,1170.0,1.0,0.0,0.0,97.39049,3.0,192.30769230769232,1930.0,400686.5,2.0,432.0,98.97435897435898,70.0,,4.0,9437.0,4950.0,14883.0,0.0,,1063824.0,,2.0,3.0,0.0,,2.0,,0.0,1.0,4.0,0.0,4,2530407851520172053,2020-06-03T07:33:14+00:00,1591169594.0,br_89,mp_donetsk2,1571.0,153,40,Verdansk
Arturias13,13,0,1,1,1,0,1,0,0.0,0.0,3800.0,1210.0,0.0,0.0,0.0,62.443848,0.0,188.42975206611573,32.0,446510.88,2.0,300.0,1.586776859504132,,,,,,,,,,,,,,,,,,,,,4,2530407851520172053,2020-06-03T07:33:14+00:00,1591169594.0,br_89,mp_donetsk2,1571.0,153,40,Verdansk
clayschubiner,13,0,1,1,1,0,1,0,2.0,1.0,975.0,1372.0,0.0,0.0,0.0,62.00942,1.0,42.63848396501458,309.0,513619.3,2.0,514.0,13.513119533527696,0.0,,1.0,9437.0,2175.0,11667.0,0.0,,1063824.0,,2.0,3.0,0.0,,,,1.0,0.0,3.0,0.0,4,2530407851520172053,2020-06-03T07:33:14+00:00,1591169594.0,br_89,mp_donetsk2,1571.0,153,40,Verdansk
socom1880,13,0,1,1,1,0,1,0,3.0,1.5,5225.0,1184.0,0.0,0.0,0.0,89.236435,4.0,264.7804054054054,1267.0,500035.06,2.0,352.0,64.20608108108108,50.0,1.0,3.0,9437.0,6525.0,16235.0,0.0,,1063824.0,,3.0,3.0,0.0,,2.0,,1.0,0.0,10.0,0.0,4,2530407851520172053,2020-06-03T07:33:14+00:00,1591169594.0,br_89,mp_donetsk2,1571.0,153,40,Verdansk
